Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
J Balvin - Si Tu Novio Te Deja Sola,2,,185,,3157177,6299506
Ed Sheeran - The Joker And The Queen,1,,119,,6298680,6298680
Polo G - Epidemic,1,,116,,6292620,6292620
Rod Wave - Richer,1,,118,,6292362,6292362
Halsey - SUGA's Interlude,1,,136,,6288633,6288633
Meghan Trainor - My Kind Of Present,1,,197,,6278993,6278993
Blind Channel - Dark Side,1,,134,,6277641,6277641
Don Khuma - Estamos Bien,1,,88,,6269084,6269084
J Balvin - YO LE LLEGO,1,,114,,6268750,6268750
"Tyler, The Creator - WILSHIRE",1,,132,,6268542,6268542
Future - FOR A NUT,1,,139,,6264631,6264631
Logic - BoomTrap Protocol,1,,85,,6259796,6259796
Selena Gomez - People You Know,1,,119,,6255954,6255954
Lil Baby - Voice of the Heroes,1,,126,,6249801,6249801
DJ Khaled - Shining,2,,189,,3223025,6245032
Lil Baby - Not Finished,1,,185,,6244720,6244720
Huncho Jack - Modern Slavery,1,,97,,6243472,6243472
Pop Smoke - More Time,1,,127,,6238351,6238351
Go_A - SHUM,1,,137,,6237019,6237019
ROSALÃA - Aute Cuture,1,,108,,6233484,6233484
BTS - A Brand New Day (BTS World Original Soundtrack) [Pt. 2],1,,109,,6233222,6233222
The Chainsmokers - Inside Out,3,,179,,2118494,6229273
Lil Uzi Vert - Urgency,1,,140,,6224412,6224412
Loredana - Angst,1,,141,,6224166,6224166
Little Mix - Power,2,,194,,3217348,6222791
Kehlani - up at night,1,,131,,6218121,6218121
Eminem - Chloraseptic,1,,98,,6216207,6216207
Anne-Marie - Birthday,1,,120,,6207326,6207326
Kid Ink - Hotel,4,,105,,1831667,6200473
CÃ©line Dion - Happy Xmas (War Is Over),1,,165,,6199243,6199243
Juan MagÃ¡n - Baila Conmigo,3,,194,,2095098,6196591
Dj Guuga - Depende,1,,129,,6194305,6194305
Future - All Bad,1,,105,,6194224,6194224
Lil Baby - Pop Out,1,,189,,6184336,6184336
Gunna - Too Easy,1,,124,,6182823,6182823
"Yohani - Manike (From ""Thank God"")",1,,180,,6177604,6177604
Logic - Warm It Up,1,,87,,6176786,6176786
Lil Baby - Real Spill,1,,190,,6168841,6168841
Pop Smoke - Coupe,1,,129,,6161664,6161664
Mac Miller - Once A Day,1,,148,,6159873,6159873
KSI - Patience,1,,121,,6155698,6155698
Ed Sheeran - Collide,1,,127,,6152878,6152878
Christian Nodal - Dime CÃ³mo Quieres,1,,139,,6152821,6152821
Lil Nas X - VOID,1,,134,,6151453,6151453
Dominic Fike - Elliot's Song,1,,130,,6146335,6146335
Justin Bieber - Red Eye,1,,124,,6146177,6146177
Pop Smoke - Bad Bitch From Tokyo (Intro),1,,114,,6144736,6144736
Khalid - Free Spirit,1,,121,,6143395,6143395
The Weeknd - Angel,3,,81,,2815122,6136318
RIN - Keine Liebe,1,,108,,6134821,6134821
6ix9ine - RONDO,1,,90,,6122294,6122294
Post Malone - When Iâm Alone,1,,177,,6121297,6121297
Gzuz - Donuts,1,,129,,6113037,6113037
Kid Cudi - Beautiful Trip,1,,183,,6108393,6108393
Ultimo - I Tuoi Particolari,1,,126,,6106434,6106434
Pop Smoke - Snitching,1,,117,,6102253,6102253
A$AP Rocky - A$AP Forever REMIX,1,,88,,6099486,6099486
Mr. Probz - Nothing Really Matters,6,,140,,1077315,6096099
Logic - Wizard Of Oz,1,,91,,6090443,6090443
Ed Sheeran - Leave Your Life,1,,131,,6088046,6088046
DJ Khaled - LET IT GO,1,,122,,6083338,6083338
Lil Pump - Be Like Me,1,,119,,6083295,6083295
Street Rappers - Estamos Bien,1,,97,,6082187,6082187
Capital Bra - Nummer 1,1,,114,,6077518,6077518
"Bizarrap - Morad: Bzrp Music Sessions, Vol. 47",1,,167,,6072044,6072044
Lady Gaga - 1000 Doves,1,,106,,6069544,6069544
Kid Cudi - The Void,1,,185,,6068816,6068816
Tate McRae - uh oh,1,,188,,6065658,6065658
Pineapple StormTv - Poesia AcÃºstica 13,1,,193,,6061819,6061819
The Chainsmokers - Kills You Slowly,1,,125,,6061025,6061025
DaBaby - RAW SHIT,1,,111,,6058728,6058728
Future - Trillionaire,1,,110,,6057848,6057848
RAF Camora - 2CB,1,,136,,6055602,6055602
DedublÃ¼man - Belki,1,,190,,6054112,6054112
Bushido - Ronin,1,,108,,6053873,6053873
David Kushner - Miserable Man,1,,135,,6048754,6048754
Summer Cem - Summer Cem,1,,109,,6047678,6047678
Mac Miller - Love Lost,1,,175,,6041708,6041708
TOMORROW X TOGETHER - 0X1=LOVESONG (I Know I Love you),1,,134,,6040553,6040553
Thomas Gold - Magic,2,,193,,3032915,6038252
"Tyler, The Creator - RISE!",1,,141,,6034281,6034281
DaBaby - JUMP,1,,102,,6033348,6033348
mgk - bloody valentine,1,,123,,6032935,6032935
21 Savage - My Dawg,1,,131,,6029118,6029118
Chance the Rapper - Same Drugs,2,,191,,3016275,6028737
Chanel - SloMo,1,,179,,6017354,6017354
Lil Uzi Vert - Lotus,1,,126,,6017103,6017103
Dua Lipa - Boys Will Be Boys,1,,118,,6015914,6015914
Joji - MODUS,1,,126,,6013371,6013371
Bruno Mars - 777,1,,168,,6013201,6013201
King Von - Don't Play That,1,,144,,6011159,6011159
Ufo361 - Big Drip,1,,155,,6010373,6010373
Justin Bieber - E.T.A.,1,,135,,6008945,6008945
David Bowie - Life On Mars? - 1999 Remastered Version,2,,63,,3748274,6007637
Miley Cyrus - Heart Of Glass (Live from the iHeart Festival),1,,165,,6006877,6006877
A$AP Rocky - D.M.B.,1,,159,,6006747,6006747
Shiva - Auto Blu,1,,122,,5995116,5995116
MarÃ­lia MendonÃ§a - Te Amo Demais,1,,177,,5991288,5991288
DMX - Ruff Ryders' Anthem,1,,139,,5988511,5988511
DJ Khaled - BIG TIME,1,,197,,5978835,5978835
Ninho - Maman ne le sait pas,1,,117,,5971496,5971496
David Bowie - Lazarus,2,,60,,3963539,5964637
Eminem - Nowhere Fast,1,,109,,5959793,5959793
Kanye West - Jesus Lord pt 2,1,,157,,5958383,5958383
Lil Baby - Detox,1,,195,,5956335,5956335
ROSALÃA - CHICKEN TERIYAKI,1,,152,,5951779,5951779
Meek Mill - What's Free,1,,136,,5949449,5949449
Big Sean - Lithuania,1,,115,,5949270,5949270
Shawn Mendes - Fallin' All In You,1,,96,,5941368,5941368
Tory Lanez - Stupid Again,1,,101,,5938996,5938996
Bausa - Madonna,1,,140,,5936752,5936752
Mac Miller - Hands,1,,157,,5934464,5934464
La rappresentante di lista - Ciao Ciao,1,,151,,5933484,5933484
j-hope - Chicken Noodle Soup,1,,114,,5933462,5933462
Pop Smoke - West Coast Shit,1,,121,,5931242,5931242
Lil Baby - Errbody,1,,167,,5929516,5929516
Anuel AA - Los Dioses,1,,137,,5929507,5929507
"Belly - Belly, The Weeknd - Die For It (ft. Nas)",1,,159,,5924965,5924965
Ufo361 - Shot,1,,122,,5924386,5924386
A Boogie Wit da Hoodie - King Of My City,1,,128,,5922748,5922748
Tame Impala - Borderline,1,,139,,5921044,5921044
Anitta - Terremoto,1,,125,,5915768,5915768
Alessia Cara - Make It To Christmas,1,,178,,5905949,5905949
Arctic Monkeys - Tranquility Base Hotel & Casino,1,,103,,5904665,5904665
NF - CLOUDS,1,,144,,5897983,5897983
21 Savage - 1.5,1,,161,,5894178,5894178
Alonzo - TOUT VA BIEN,1,,183,,5892932,5892932
Taylor Swift - Thatâs When,1,,146,,5889939,5889939
SNBRN - Raindrops,4,,113,,1797698,5889619
Taylor Swift - Tell Me Why (Taylorâs Version),1,,147,,5885151,5885151
Mark Ronson - Uptown Funk - Trinidad James Remix,2,,24,,4661249,5883858
Zuna - Du bist mein,1,,132,,5878493,5878493
David Guetta - Titanium,5,,170,,1350047,5876741
Big Red Machine - Renegade,1,,132,,5876058,5876058
Gunna - 25k jacket,1,,141,,5873003,5873003
2 Chainz - Rule The World,1,,118,,5870185,5870185
Kygo - Broken Glass,1,,114,,5867930,5867930
Sam Ryder - SPACE MAN,1,,186,,5867579,5867579
Kontra K - Tiefschwarz,1,,129,,5867111,5867111
Taylor Swift - Youâre Not Sorry (Taylorâs Version),1,,148,,5860405,5860405
Lil Wayne - Let It All Work Out,1,,118,,5859639,5859639
Justin Bieber - Take It Out On Me,1,,141,,5858768,5858768
Ed Sheeran - Stop The Rain,1,,147,,5856310,5856310
Brent Faiyaz - LOOSE CHANGE,1,,178,,5854629,5854629
Huncho Jack - Black & Chinese,1,,106,,5850227,5850227
21 Savage - Snitches & Rats,1,,138,,5846760,5846760
Gunna - SKYBOX,1,,159,,5846484,5846484
Mac Miller - Hurt Feelings,1,,107,,5845682,5845682
mgk - papercuts,1,,140,,5843650,5843650
Trio VegabajeÃ±o - CANTARES DE NAVIDAD,1,,171,,5842320,5842320
21 Savage - Brand New Draco,1,,139,,5841110,5841110
Demi Lovato - Dancing With The Devil,1,,132,,5836326,5836326
Gunna - alotta cake,1,,146,,5835703,5835703
Capital Bra - Ich weiÃ nicht mal wie sie heiÃt,1,,104,,5827600,5827600
Luciano - La Haine,1,,122,,5824858,5824858
Pop Smoke - Manslaughter,1,,150,,5822266,5822266
thasup - s!r!,1,,185,,5819231,5819231
Miley Cyrus - Plastic Hearts,1,,172,,5816739,5816739
Stray Kids - Thunderous,1,,168,,5812990,5812990
Post Malone - Euthanasia,1,,191,,5804613,5804613
Lana Del Rey - White Dress,1,,152,,5796978,5796978
Lil Tjay - Not In The Mood,1,,149,,5796357,5796357
Ed Sheeran - Bloodstream,6,,178,,1220691,5791830
5 Seconds of Summer - Wildflower,1,,136,,5791343,5791343
Johnny Mathis - Sleigh Ride,4,,93,,2010929,5784458
Bad Bunny - RONCA FREESTYLE,1,,116,,5784075,5784075
BeyoncÃ© - Before I Let Go - Homecoming Live Bonus Track,1,,120,,5781876,5781876
Samra - Mon Ami,1,,136,,5774770,5774770
Anitta - Girl From Rio,1,,137,,5768836,5768836
Khalid - New Normal,1,,141,,5768653,5768653
A$AP Ferg - Move Ya Hips,1,,140,,5768616,5768616
Lil Peep - Life is Beautiful,1,,124,,5766900,5766900
Foo Fighters - Everlong,1,,164,,5764832,5764832
Gunna - One Call,1,,133,,5757160,5757160
Apache 207 - Sie ruft,1,,141,,5752169,5752169
Shirin David - 90-60-111,1,,112,,5750861,5750861
Brent Faiyaz - ALL MINE,1,,188,,5750054,5750054
Paulo Londra - Solo Pienso En Ti,1,,139,,5746830,5746830
Young Thug - Hop Off A Jet,1,,187,,5746304,5746304
Brytiago - Asesina,1,,109,,5745778,5745778
J Balvin - Verde,1,,134,,5745393,5745393
Nessa Barrett - die first,1,,194,,5738954,5738954
Daddy Yankee - REMIX,1,,166,,5734983,5734983
Apache 207 - Matrix,1,,151,,5724739,5724739
21 Savage - break da law,1,,168,,5720004,5720004
Nekfeu - Tricheur,1,,127,,5716607,5716607
Mac Miller - Come Back to Earth,1,,110,,5713873,5713873
Kanye West - Highlights,2,,90,,3336037,5711210
Lil Nas X - C7osure (You Like),1,,127,,5707923,5707923
Pop Smoke - Genius,1,,159,,5702636,5702636
Camila Cabello - All These Years,1,,103,,5700595,5700595
James Blake - Mile High,1,,134,,5687330,5687330
Drake - Change Locations,3,,126,,2045023,5684779
Lil Dicky - $ave Dat Money,3,,127,,2023016,5684416
Jack Harlow - I'd Do Anything To Make You Smile,1,,187,,5680657,5680657
Future - MASSAGING ME,1,,180,,5679989,5679989
Gunna - mop,1,,160,,5679681,5679681
Peg Parnevik - Ain't No Saint,2,,90,,3170245,5678790
Gambi - Dans l'espace,1,,167,,5678754,5678754
Bazzi - No Way!,1,,118,,5677700,5677700
PnB Rock - Selfish,2,,170,,2952355,5675474
Bonez MC - Tilidin Weg,1,,144,,5674945,5674945
Khalid - Hundred,1,,139,,5674743,5674743
Tate McRae - working,1,,146,,5666770,5666770
Chris Rea - Driving Home For Christmas - 2009 Remastered Version,4,,96,,1981827,5660784
Maes - Blanche,1,,168,,5656775,5656775
Fero47 - Puerto Rico,1,,131,,5656271,5656271
Gera MX - Se Me OlvidÃ³,1,,158,,5655126,5655126
Lil Peep - Sex with My Ex,1,,126,,5651686,5651686
Khalid - Intro,1,,141,,5650733,5650733
Rkomi - INSUPERABILE,1,,180,,5648877,5648877
Macklemore & Ryan Lewis - White Walls,4,,45,,1556684,5646756
Lil Nas X - LIFE AFTER SALEM,1,,174,,5646641,5646641
sangiovanni - farfalle,1,,181,,5640974,5640974
Nicki Minaj - Majesty,1,,111,,5633462,5633462
TWICE - SCIENTIST,1,,195,,5630331,5630331
Kygo - Undeniable,1,,166,,5626846,5626846
Luke Bryan - Kick The Dust Up,3,,109,,2037678,5626465
Drake - All Me,5,,38,,1180339,5625955
2 Chainz - Whip,1,,129,,5624406,5624406
KDA - Turn The Music Louder (Rumble),3,,123,,2033101,5622242
Ed Sheeran - Love In Slow Motion,1,,166,,5620753,5620753
MACHETE - HO PAURA DI USCIRE 2 - prod. Mace,1,,130,,5616755,5616755
Lewis Capaldi - when the party's over - Recorded at Spotify Studios NYC,1,,129,,5608650,5608650
Nate Ruess - Nothing Without Love,6,,143,,1503153,5607218
David Guetta - Stay (Don't Go Away),1,,124,,5603130,5603130
JAÅ¸-Z - Numb / Encore,1,,87,,5602548,5602548
Capital Bra - Andere Welt,1,,147,,5600868,5600868
Anderson .Paak - Tints,1,,121,,5600121,5600121
Selena Gomez - 999,1,,180,,5599395,5599395
Loredana - Genick,1,,134,,5597608,5597608
Salmo - CABRIOLET,1,,130,,5587509,5587509
Sia - Floating Through Space,1,,152,,5579697,5579697
Bazzi - Young & Alive,1,,167,,5578323,5578323
Fivio Foreign - Paris to Tokyo,1,,198,,5572362,5572362
Chris Brown - Fine By Me,3,,138,,1990795,5568842
BTS - Paradise,1,,114,,5560683,5560683
Future - Worst Day,1,,192,,5557686,5557686
Lil Wayne - I Love You Dwayne,1,,127,,5553668,5553668
Capital Bra - Komm Komm,1,,123,,5552890,5552890
Jin - Yours,1,,165,,5552211,5552211
Internet Money - Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],1,,153,,5550390,5550390
Shawn Mendes - Don't Be A Fool,2,,130,,2913268,5549708
Joji - Tick Tock,1,,145,,5547939,5547939
GAYLE - abcdefu (angrier),1,,192,,5544011,5544011
Lil Wayne - Mess,1,,128,,5543367,5543367
The Chainsmokers - Bloodstream,1,,83,,5543260,5543260
Huncho Jack - Eye 2 Eye,1,,120,,5542140,5542140
Future - Over Your Head,1,,149,,5534361,5534361
H.E.R. - Come Through,1,,150,,5531998,5531998
Frank Ocean - DHL,1,,129,,5531463,5531463
Doja Cat - Naked,1,,165,,5527865,5527865
Stromae - SantÃ©,1,,174,,5526277,5526277
Justin Timberlake - Man of the Woods,1,,115,,5517667,5517667
21 Savage - asmr,1,,177,,5516007,5516007
Pusha T - If You Know You Know,1,,116,,5513542,5513542
BTS - Heartbeat (BTS World Original Soundtrack),1,,137,,5512091,5512091
Madame - VOCE,1,,158,,5510906,5510906
XXXTENTACION - vice city,1,,181,,5507522,5507522
Future - GOLD STACKS,1,,190,,5505266,5505266
Sfera Ebbasta - Tik Tok,1,,162,,5504912,5504912
A Boogie Wit da Hoodie - Might Not Give Up,1,,160,,5503902,5503902
Kendrick Lamar - Alright,2,,87,,3776249,5500328
XXXTENTACION - Ex Bitch,1,,178,,5500157,5500157
Lil Uzi Vert - Leaders,1,,147,,5496780,5496780
Bad Bunny - Si EstuviÃ©semos Juntos,1,,197,,5496274,5496274
ROSALÃA - HENTAI,1,,186,,5494947,5494947
AK AUSSERKONTROLLE - In meinem Benz,1,,131,,5494500,5494500
Future - Jet Lag,1,,123,,5492731,5492731
Martin Garrix - Love Runs Out,1,,162,,5490586,5490586
MEDUZA - Tell It To My Heart,1,,180,,5490070,5490070
BTS - Magic Shop,1,,117,,5487460,5487460
A$AP Rocky - Fukk Sleep,1,,120,,5486769,5486769
Logic - State Of Emergency,1,,111,,5479510,5479510
Martin Garrix - Animals - Original Mix,5,,41,,1169692,5478432
Camila Cabello - Consequences,1,,109,,5470405,5470405
NF - When I Grow Up,1,,138,,5468408,5468408
Lil Uzi Vert - Strawberry Peels,1,,149,,5468083,5468083
Ariana Grande - Greedy,2,,113,,3182606,5464335
G-Eazy - I Wanna Rock,1,,132,,5463248,5463248
BTS - Love Maze,1,,119,,5462723,5462723
The Neighbourhood - #icanteven,5,,140,,1322485,5462452
Ace Wilder - Busy Doin' Nothin',3,,35,,2124746,5459845
Vince Guaraldi Trio - Christmas Time Is Here - Vocal,1,,127,,5457722,5457722
Migos - Malibu,1,,166,,5456648,5456648
Bas - The Jackie,1,,164,,5454994,5454994
BROCKHAMPTON - NO HALO,1,,149,,5449702,5449702
Capital Bra - Berlin lebt wie nie zuvor,1,,140,,5447434,5447434
Morgan Wallen - Sand In My Boots,1,,158,,5446609,5446609
Future - Stripes Like Burberry,1,,153,,5445204,5445204
Capital Bra - FrÃ¼hstÃ¼ck in Paris,1,,145,,5440253,5440253
Justin Bieber - That's What Love Is,1,,164,,5440037,5440037
The 1975 - Give Yourself A Try,1,,113,,5439701,5439701
mgk - DAYWALKER!,1,,168,,5439646,5439646
The Beatles - Come Together - Remastered 2009,2,,70,,3454680,5435159
Pusha T - Scrape It Off,1,,184,,5431948,5431948
Dreamville - Costa Rica,1,,140,,5421875,5421875
SuperM - Jopping,1,,143,,5421847,5421847
Daddy Yankee - PARA SIEMPRE,1,,193,,5418313,5418313
SiM - The Rumbling (TV Size),1,,192,,5417776,5417776
Miksu / Macloud - XXL,1,,123,,5415994,5415994
Lil Uzi Vert - Wassup,1,,153,,5415044,5415044
Lil Skies - Bad Girls,1,,145,,5414894,5414894
Twenty One Pilots - Smithereens,1,,129,,5413737,5413737
Myke Towers - Oh Na Na,1,,185,,5412180,5412180
Cardi B - Thru Your Phone,1,,113,,5410782,5410782
Zoe Wees - Girls Like Us,1,,181,,5410730,5410730
Eminem - Killer,1,,170,,5404939,5404939
Imagine Dragons - I Donât Know Why,1,,94,,5404546,5404546
The Chainsmokers - Don't Say,1,,91,,5398444,5398444
Anuel AA - Dictadura,1,,178,,5396691,5396691
Doja Cat - Payday,1,,176,,5393789,5393789
Juice WRLD - Life's A Mess II,1,,166,,5393459,5393459
Trippie Redd - Under Enemy Arms,1,,137,,5389766,5389766
J Balvin - COMO UN BEBÃ,1,,145,,5383079,5383079
DJ Khaled - Jealous,1,,151,,5381713,5381713
Kodak Black - Take One,1,,133,,5380311,5380311
Sam Smith - Midnight Train,1,,105,,5370666,5370666
Juice WRLD - 734,1,,175,,5368759,5368759
Lil Tjay - Zoo York,1,,130,,5368705,5368705
XXXTENTACION - Floor 555,1,,113,,5368121,5368121
BTS - 134340,1,,124,,5367758,5367758
David Bowie - Let's Dance - 1999 Remaster,2,,69,,3601784,5365959
Bad Bunny - EN CASITA,1,,131,,5364262,5364262
JACKBOYS - JACKBOYS,1,,143,,5363493,5363493
Doja Cat - Been Like This,1,,179,,5362817,5362817
Eartha Kitt - Santa Baby,2,,160,,3257119,5358210
Selena Gomez - Let Me Get Me,1,,161,,5356671,5356671
J Balvin - ODIO,1,,147,,5355710,5355710
Migos - Emoji A Chain,1,,122,,5354839,5354839
Don Toliver - What You Need,1,,169,,5346005,5346005
Southside - Hold That Heat,1,,196,,5338777,5338777
Capital Bra - Berlin lebt,1,,117,,5338012,5338012
Polo G - Clueless,1,,179,,5335308,5335308
Pop Smoke - Brush Em,1,,180,,5335271,5335271
Twenty One Pilots - Neon Gravestones,1,,132,,5334061,5334061
Wizkid - Essence,1,,177,,5332786,5332786
Idina Menzel - Show Yourself,1,,158,,5332232,5332232
Cardi B - Money Bag,1,,117,,5329555,5329555
Logic - Icy,1,,139,,5327833,5327833
Khalid - Paradise,1,,150,,5327027,5327027
Salmo - STAI ZITTO,1,,138,,5326485,5326485
Lil Uzi Vert - Moon Relate,1,,158,,5324545,5324545
Migos - Modern Day,1,,181,,5322745,5322745
Francesca Michielin - CHIAMAMI PER NOME,1,,170,,5321946,5321946
Sfera Ebbasta - Happy Birthday,1,,162,,5321199,5321199
Apache 207 - Angst,1,,149,,5317174,5317174
cakal - Mahvettim,1,,192,,5314688,5314688
Ninho - Goutte dâeau,1,,151,,5312031,5312031
Khalid - Present,1,,187,,5307552,5307552
Trippie Redd - Love Scars 3,1,,140,,5307147,5307147
Katy Perry - Cry About It Later,1,,148,,5306994,5306994
Lil Wayne - Used 2,1,,139,,5306289,5306289
Tinashe - Pretend,5,,127,,1195156,5303843
Juice WRLD - HeMotions,1,,152,,5303405,5303405
Ufo361 - Next,1,,138,,5302420,5302420
Normani - Checklist,1,,128,,5300328,5300328
David Guetta - Yesterday,4,,124,,1468297,5300166
Samra - Zu Ende,1,,164,,5297101,5297101
Bonez MC - Shotz Fired,1,,127,,5291167,5291167
Selena Gomez - A Sweeter Place,1,,166,,5291134,5291134
Samra - BaeBae,1,,128,,5290730,5290730
Salmo - IL CIELO NELLA STANZA,1,,142,,5287257,5287257
TOMORROW X TOGETHER - LO$ER=LOâ¡ER,1,,182,,5281207,5281207
Tame Impala - One More Year,1,,175,,5279739,5279739
Big Sean - Bezerk,1,,159,,5275170,5275170
Samra - Marlboro Rot,1,,149,,5263807,5263807
Sfera Ebbasta - Abracadabra,1,,174,,5263469,5263469
21 Savage - gun smoke,1,,184,,5258620,5258620
The Chainsmokers - Push My Luck,1,,135,,5256517,5256517
Dua Lipa - Levitating,1,,151,,5254969,5254969
Clean Bandit - Baby,1,,133,,5252329,5252329
Stan Kenton - Lonesome Train,1,,165,,5251429,5251429
NF - The Search,1,,144,,5249202,5249202
Juice WRLD - Flaws And Sins,1,,154,,5247633,5247633
Miksu / Macloud - Sehnsucht,1,,200,,5246533,5246533
Lil Yachty - Get Dripped,1,,132,,5245232,5245232
Arctic Monkeys - American Sports,1,,128,,5238316,5238316
Rockwell - Somebody's Watching Me - Single Version,1,,196,,5237313,5237313
Little Mix - Bounce Back,1,,147,,5235720,5235720
Harry Styles - Meet Me in the Hallway,1,,107,,5233302,5233302
The Kid LAROI - TRAGIC,1,,168,,5226940,5226940
Camila Cabello - In the Dark,1,,119,,5220504,5220504
The Weeknd - The Hills - Remix,3,,148,,1816350,5220065
Matt Maltese - As the World Caves In,1,,185,,5215969,5215969
RAF Camora - Adriana,1,,154,,5215875,5215875
Megan Thee Stallion - B.I.T.C.H.,1,,171,,5215211,5215211
Migos - Higher We Go - Intro,1,,130,,5211916,5211916
Luciano - Ya Salame,1,,154,,5209795,5209795
Booba - Mona Lisa,1,,175,,5208787,5208787
Future - Jersey,3,,140,,1920640,5206940
Conan Gray - Memories,1,,189,,5204674,5204674
Niall Horan - Black And White,1,,163,,5204120,5204120
187 Strassenbande - Extasy,1,,184,,5203700,5203700
Panic! At The Disco - Into the Unknown - Panic! At The Disco Version,1,,165,,5198066,5198066
Martin Garrix - Pressure,1,,175,,5197587,5197587
Taylor Swift - Donât You (Taylorâs Version) (From The Vault),1,,192,,5197564,5197564
21 Savage - ball w/o you,1,,188,,5196483,5196483
Gunna - TOP FLOOR,1,,139,,5193309,5193309
Connie Francis - Winter Wonderland,3,,92,,2062647,5193193
Capital Bra - 100k Cash,1,,184,,5192813,5192813
Lil Wayne - Demon,1,,143,,5191797,5191797
Taylor Swift - We Were Happy (Taylorâs Version) (From The Vault),1,,195,,5189423,5189423
Lana Del Rey - Love song,1,,162,,5187928,5187928
Natasha Nail - My Only Wish (This Year),4,,114,,1623674,5186677
BIA - WHOLE LOTTA MONEY,1,,184,,5186354,5186354
Martin Garrix - Drown,1,,185,,5186141,5186141
David Guetta - Thing For You (With Martin Solveig),1,,154,,5186062,5186062
John Mayer - I Guess I Just Feel Like,1,,159,,5177344,5177344
Gjon's Tears - Tout l'univers,1,,195,,5174437,5174437
John Mayer - Shot in the Dark,1,,193,,5173308,5173308
Kane Brown - Memory,1,,187,,5173178,5173178
Shablo - M' Manc (con Geolier & Sfera Ebbasta),1,,139,,5171235,5171235
Lil Baby - Real As It Gets,1,,180,,5170861,5170861
The Chainsmokers - Honest,1,,96,,5170856,5170856
